museo_id,museo_nombre,museo_tematica_n1,museo_fecha_fundacion,museo_adscripcion,estado_id,nom_ent,municipio_id,nom_mun,localidad_id,nom_loc,museo_calle_numero,museo_colonia,museo_cp,museo_telefono1,pagina_web,pagina_web2,email,twitter,gmaps_latitud,gmaps_longitud,link_sic,fecha_mod,aprox_loc
2228,Museo del Pirata,,11/11/2021,,30,Veracruz de Ignacio de la Llave,28,Boca del Río,1,Boca del Río,Av. Veracruz 320,Centro,94290,229 202 22 22,,,,,19.106,-96.10304,http://sic.gob.mx/ficha.php?table=museo&table_id=2228,4/12/2022 07:18,
2191,Museo Patria y Libertad,,12/2/2020,Ayuntamiento de Boca del Río,30,Veracruz de Ignacio de la Llave,28,Boca del Río,1,Boca del Río,Av. Revolución 402,Zona Centro,94290,229 202 22 22 ext. 1405,http://www.museopatriaylibertad.com.mx/,https://www.instagram.com/museo.patria.libertad/,museos@bocadelrio.gob.mx,,19.10122,-96.10561,http://sic.gob.mx/ficha.php?table=museo&table_id=2191,5/4/2021 08:50,
1556,Casa Museo María Enriqueta,Historia,1/23/1975,"Círculo Cultural Amigos de María Enriqueta, A.C.",30,Veracruz de Ignacio de la Llave,38,Coatepec,1,Coatepec,Calle Zaragoza 3,Centro,91500,228 816 04 99,http://casamuseomariaenriqueta.com/Main.aspx,,casamuseomariaenriqueta@gmail.com,,19.45351,-96.95525,http://sic.gob.mx/ficha.php?table=museo&table_id=1556,5/31/2023 05:05,
2304,Museo de la Orquídea Dr. Isaías Contreras Juárez,,1000-01-01,,30,Veracruz de Ignacio de la Llave,38,Coatepec,1,Coatepec,Ignacio Aldama 20,Centro,91500,228 304 08 53,http://www.culturacoatepec.org/2017/07/museo-de-la-orquidea.html,https://www.instagram.com/museoorquideacoatepec/,museorquideascoatepec@gmail.com,,19.45315,-96.95782,http://sic.gob.mx/ficha.php?table=museo&table_id=2304,5/31/2023 08:15,
2398,Museo del Mole,,3/31/2021,,30,Veracruz de Ignacio de la Llave,38,Coatepec,1,Coatepec,5 de Mayo 47 ,Centro,,228 388 3941,,,,,19.45686,-96.95776,http://sic.gob.mx/ficha.php?table=museo&table_id=2398,8/22/2023 09:28,
1146,Museo Interactivo El Café-tal Apan,Especializado,8/1/2006,Cafe-tal Apan ,30,Veracruz de Ignacio de la Llave,38,Coatepec,6,El Grande,Carr. Coatepec - Las Trancas  km 4,,91500,228 816 61 85,https://www.elcafetalapan.com/,,contacto@elcafe-talapan.com,,19.43266,-96.91458,http://sic.gob.mx/ficha.php?table=museo&table_id=1146,10/20/2022 05:30,
2309,Museo Vivo del Papel,,11/19/2022,Universidad Veracruzana / Centro de Estudios Creación y Documentación de las Artes (CECDA) / /La Ceiba Gráfica,30,Veracruz de Ignacio de la Llave,38,Coatepec,14,La Orduña,Hidalgo 1,Ex Hacienda La Orduña,91603,228 186 23 68,http://nuevositio.laceibagrafica.org/museo-vivo-del-papel/,,museovivodelpapel@gmail.com,,19.45021,-96.93786,http://sic.gob.mx/ficha.php?table=museo&table_id=2309,1/24/2023 08:44,
1873,Museo del Café,Especializado,3/18/2016,Ayuntamiento de Córdoba,30,Veracruz de Ignacio de la Llave,44,Córdoba,1,Córdoba,Av. 3 núm. 305,Centro,94500,271 717 1700,http://museodelcafe.mx/,,info@museodelcafe.mx ,,18.89333,-96.93509,http://sic.gob.mx/ficha.php?table=museo&table_id=1873,2/10/2021 02:27,
31,Museo del Café Córdoba,Arqueología,10/19/1974,"Ayuntamiento de Córdoba/Patronato del Museo de Córdoba, A.C.",30,Veracruz de Ignacio de la Llave,44,Córdoba,1,Córdoba,Calle 3 núm. 305,Centro,94500,271 712 0967,,,museociudadcba@gmail.com,,18.89343,-96.9351,http://sic.gob.mx/ficha.php?table=museo&table_id=31,6/5/2023 08:33,
1995,Museo  Nacional de la Caña ,,12/6/2017,Ayuntamiento de Córdoba/ Ex.Hacienda de San Francisco Toxpan,30,Veracruz de Ignacio de la Llave,44,Córdoba,1,Córdoba,Calle 6 B,Nuevo Tuxpan,94510,271 714 50 40,,,,,18.90676,-96.92779,http://sic.gob.mx/ficha.php?table=museo&table_id=1995,11/9/2023 04:43,
265,Museo Comunitario Tetlalpan,Arqueología,1/1/2009,"Museo Comunitario Tetlalpan, A.C.",30,Veracruz de Ignacio de la Llave,47,Coscomatepec,1,Coscomatepec de Bravo,"Av. Juárez s/n, Parque de la Constitución ",Centro,94140,273 737 0480,,,pinjaro@hotmail.com,,19.07295,-97.04785,http://sic.gob.mx/ficha.php?table=museo&table_id=265,4/9/2020 10:51,
437,Museo Ex Hacienda El Lencero,Historia,11/1/1986,"Patronato para la Administración y Conservación del Museo Ex-Hacienda El Lencero, A.C.",30,Veracruz de Ignacio de la Llave,65,Emiliano Zapata,20,El Lencero,Rafael Murillo Camacho s/n,Centro,91640,228 820 08 01,,https://veracruz.mx/atractivo.php?idnota=336,turismo.ezver@gmail.com,,19.48443,-96.81655,http://sic.gob.mx/ficha.php?table=museo&table_id=437,10/31/2023 05:42,
1734,Museo Tatsugoro,Especializado,10/11/2009,"Museo Tatsugoro, A.C.",30,Veracruz de Ignacio de la Llave,68,Fortín,1,Fortín de las Flores,Priv. de Huatusco 6,Fracc. Fortín,94470,271 713 0990,http://www.museotatsugoro.com.mx/,,info@museotatsugoro.com.mx,,18.89336,-96.99898,http://sic.gob.mx/ficha.php?table=museo&table_id=1734,5/31/2023 08:38,
2258,Casa Museo Guillermo Landa,,7/23/2022,Ayuntamiento de Huatusco/IVEC,30,Veracruz de Ignacio de la Llave,71,Huatusco,1,Huatusco de Chicuellar,Av. 1 núm. 333,Centro,, 273 734 00 67,,,sc.casa.museo.landa@ivec.gob.mx,CasaMuseoLanda,19.14947,-96.96201,http://sic.gob.mx/ficha.php?table=museo&table_id=2258,8/25/2022 12:51,
683,Museo Municipal de Antropología e Historia Malintzin 1524,Arqueología,10/1/1977,Ayuntamiento de Huiloapan de Cuauhtémoc,30,Veracruz de Ignacio de la Llave,73,Hueyapan de Ocampo,43,Santa Rosa Loma Larga,Av. Miguel Hidalgo 3,Centro,94780,272 171 3793,,,claudiaalcantara_archivo@hotmail.com,,18.23085,-95.08707,http://sic.gob.mx/ficha.php?table=museo&table_id=683,7/8/2021 09:41,
272,Museo Comunitario Popoluca de Santa Rosa Loma Larga,Arqueología,11/12/1995,Ejido Unidad Indígena Gral. Emiliano Zapata,30,Veracruz de Ignacio de la Llave,73,Hueyapan de Ocampo,43,Santa Rosa Loma Larga,Calle San José s/n,Emiliano Zapata,95867,924 945 0363,,, fjpascual56@gmail.com ,,18.23096,-95.08706,http://sic.gob.mx/ficha.php?table=museo&table_id=272,5/31/2023 06:21,
134,Museo de Sitio El Zapotal,Arqueología,1/1/1978,Secretaría de Cultura/INAH,30,Veracruz de Ignacio de la Llave,75,Ignacio de la Llave,5,El Zapotal Número Uno,Ignacio de la Llave esq. Héroes de Chapultepec,Zona Arqueológica El Zapotal,95240,229 934 4208; 229 934 9981,https://www.inah.gob.mx/museos/221-museo-de-sitio-de-el-zapotal,https://lugares.inah.gob.mx/es/zonas-arqueologicas/zonas/14540-el-zapotal.html?lugar_id=14540,,centro_inah_ver,18.7082,-96.02481,http://sic.gob.mx/ficha.php?table=museo&table_id=134,5/31/2023 11:25,
2310,"Casa Doña Falla, Museo de la Música Veracruzana",,12/11/2021,Dirección de Cultura del Ayuntamiento de Xalapa,30,Veracruz de Ignacio de la Llave,87,Xalapa,1,Xalapa-Enríquez,Salvador Díaz Mirón 21 (Callejón de la Calavera),Centro,91000,228 298 23 90 (Dirección de Cultura),https://xalapa.gob.mx/direccion-de-cultura/casa-dona-falla-museo-de-la-musica/,https://www.instagram.com/museodelamusica_cdf/,culturaxal.agenda@gmail.com,,19.52393,-96.916,http://sic.gob.mx/ficha.php?table=museo&table_id=2310,1/24/2023 10:58,
2380,Pinacoteca Diego Rivera,,1000-01-01,Instituto Veracruzano de la Cultura/Subdirección de Artes y Patrimonio,30,Veracruz de Ignacio de la Llave,87,Xalapa,1,Xalapa-Enríquez,J.J. Herrera 5,Centro,91000,228 818 18 19,,,scpinacoteca@gmail.com,,19.52641,-96.9244,http://sic.gob.mx/ficha.php?table=museo&table_id=2380,6/16/2023 02:09,
1263,Museo Casa de Xalapa,Historia,5/26/2011,Ayuntamiento de Xalapa,30,Veracruz de Ignacio de la Llave,87,Xalapa,1,Xalapa-Enríquez,J.J. Herrera 7,Centro,91000,228 841 98 02  ,,,museocasadexalapa@hotmail.com,MsCasadeXalapa,19.52623,-96.92431,http://sic.gob.mx/ficha.php?table=museo&table_id=1263,6/1/2023 06:19,
1262,Museo San Rafael Guízar y Valencia,Historia,10/17/2008,Arquidiócesis de Xalapa,30,Veracruz de Ignacio de la Llave,87,Xalapa,1,Xalapa-Enríquez,Av. Juárez 70,Centro,91000,228 812 06 67,www.rafaelguizar.org ,,causasdelossantos@live.com,,19.529,-96.92343,http://sic.gob.mx/ficha.php?table=museo&table_id=1262,6/7/2023 07:09,
767,Museo de Antropología de Xalapa (MAX),Arqueología,10/29/1986,Universidad Veracruzana,30,Veracruz de Ignacio de la Llave,87,Xalapa,1,Xalapa-Enríquez,Av. Xalapa s/n ,Unidad Magisterial,91010,"228 815 09 20, 228 815 49 52",http://www.uv.mx/max,,museo@uv.mx,,19.55037,-96.93121,http://sic.gob.mx/ficha.php?table=museo&table_id=767,1/12/2023 03:43,
901,Museo en Honor a los Bomberos,Ciencia y tecnología,8/5/2004,"Patronato de Bomberos de Xalapa, A.C.",30,Veracruz de Ignacio de la Llave,87,Xalapa,1,Xalapa-Enríquez,Ernesto Ortiz Medina 5,Obrero Campesina,91020,228 815 37 67,https://www.xalapaveracruz.mx/el-museo-del-bombero/,,museobomberos_xal@hotmail.com,,19.54234,-96.92804,http://sic.gob.mx/ficha.php?table=museo&table_id=901,6/1/2023 06:41,
2200,"Kaná, Museo de Ciencia y Tecnología ",,5/22/2021,Gobierno del Estado de Veracruz/Consejo Veracruzano de Inv. Científica y Des.Tecnológico,30,Veracruz de Ignacio de la Llave,87,Xalapa,1,Xalapa-Enríquez,Av Rafael Murillo Vidal 1735,Col.  Cuauhtemoc,91069,228 841 97 73,http://kana.gob.mx/wp/,,contacto@kana.gob.mx  kana.gob.mx,,19.51804,-96.89417,http://sic.gob.mx/ficha.php?table=museo&table_id=2200,5/17/2023 06:54,
268,Museo Comunitario de Jamapa,TND,1/1/1993,"Ayuntamiento de Jamapa, Veracruz",30,Veracruz de Ignacio de la Llave,90,Jamapa,1,Jamapa,Tenoya s/n,Centro,94260,285 107 85 84,,,,,19.04183,-96.24048,http://sic.gob.mx/ficha.php?table=museo&table_id=268,6/8/2023 08:12,
2383,Museo del Totomoxtle,,1/1/2000,,30,Veracruz de Ignacio de la Llave,92,Xico,1,Xico,Ignacio Aldama 102 esq. Benito Juárez,Centro,91240,,,,,,19.4243,-97.01069,http://sic.gob.mx/ficha.php?table=museo&table_id=2383,10/11/2023 11:58,
1783,Museo del Danzante Xiqueño,Antropología,9/6/2015,Casa de la Cultura de Xico,30,Veracruz de Ignacio de la Llave,92,Xico,1,Xico,Miguel Hidalgo 76,Centro,91240,228 129 66 97,,,dir.turismo.xico@gmail.com,VeracruzTurismo,19.42021,-97.00366,http://sic.gob.mx/ficha.php?table=museo&table_id=1783,6/15/2023 05:12,
1762,Museo del Vestido de Santa María Magdalena,Antropología,1/1/1999,Parroquia de Santa María Magdalena,30,Veracruz de Ignacio de la Llave,92,Xico,1,Xico,Sebastián Lerdo de Tejada 17,Centro,91240,228 813 03 81,https://pueblosmagicos.mexicodesconocido.com.mx/veracruz/xico/atractivo/museo-del-vestido,https://veracruz.mx/atractivo.php?idnota=453,xico042010@hotmail.com,,19.42276,-97.01165,http://sic.gob.mx/ficha.php?table=museo&table_id=1762,6/12/2023 07:30,
2036,Museo Xicochimalco,,12/28/2017,Ayuntamiento de Xico/Círculo Cultural regional Coatepecano,30,Veracruz de Ignacio de la Llave,92,Xico,76,Malseseca,Domiciio Conocido,,91240,,,,,", ",19.45612,-97.06032,http://sic.gob.mx/ficha.php?table=museo&table_id=2036,6/5/2023 07:44,
686,Museo Regional David Ramírez Lavoignet,Arqueología,1/1/2008,Casa de Cultura  El Calvario,30,Veracruz de Ignacio de la Llave,109,Misantla,1,Misantla,Calle 5 de Mayo s/n esq. Ávila Camacho,Centro Histórico,93821,235 323 15 46,,,casadecultura.elcalvario@gmail.com,,19.93186,-96.85146,http://sic.gob.mx/ficha.php?table=museo&table_id=686,5/31/2023 07:26,
2031,Museo de las Raíces de Orizaba (MURO),Antropología,10/4/2010,Ayuntamiento de Orizaba,30,Veracruz de Ignacio de la Llave,118,Orizaba,1,Orizaba, Fco. I. Madero Norte s/n,Centro,94300,272 728 91 36,https://www.turismo-veracruz.com/portal/art4058_Museo_de_las_RaAces_de_Orizaba.html,,"turismo@orizaba,gob.mx",,18.84964,-97.106,http://sic.gob.mx/ficha.php?table=museo&table_id=2031,11/14/2022 12:45,
2378,Museo Nacional del Traje,,4/10/2022,Poliforum Mier y Pesado/Ayuntamiento de Orizaba,30,Veracruz de Ignacio de la Llave,118,Orizaba,1,Orizaba,Oriente 6 núm. 1653,Centro,94300,272 688 52 29,https://es-la.facebook.com/POLIFORUMMIERYPESADO/,,,,18.84801,-97.08908,http://sic.gob.mx/ficha.php?table=museo&table_id=2378,8/22/2023 08:48,
2007,Museo Interactivo Francisco Gabilondo Soler,,5/12/2017,Polyforum Cultural Mier y Pesado/Ayuntamiento de Orizaba,30,Veracruz de Ignacio de la Llave,118,Orizaba,1,Orizaba,Oriente 6 núm. 1653,Centro,94300,272 688 5229,https://veracruz.mx/atractivo.php?idnota=1833,,turismo@orizaba.gob.mx,,18.84808,-97.08916,http://sic.gob.mx/ficha.php?table=museo&table_id=2007,6/5/2023 05:39,
2283,Planetario Orizaba,,8/4/2021,Ayuntamiento de Orizaba/Foro Orizaba,30,Veracruz de Ignacio de la Llave,118,Orizaba,1,Orizaba,Av. Cri-Cri s/n,Col. Agrícola Moctezuma,94345,272 688 99 63,,, planetario@orizaba.gob.mx,,18.85666,-97.08593,http://sic.gob.mx/ficha.php?table=museo&table_id=2283,6/2/2023 05:57,
2281,Salón de la Fama,,9/13/2018,Ayuntamiento de Orizaba/Palacio Municipal,30,Veracruz de Ignacio de la Llave,118,Orizaba,1,Orizaba,Colón Poniente Núm. 320 (Sótano del Palacio Municipal de Orizaba),Centro,94300,272 728 91 36,https://www.orizaba.travel/museo-palacio-orizaba/,https://www.facebook.com/pueblomagicorizaba/posts/2103704839649994/,turismo@orizaba.gob.mx,,18.84706,-97.10759,http://sic.gob.mx/ficha.php?table=museo&table_id=2281,6/2/2023 06:03,
2227,Museo de Arte Popular de Veracruz,,7/10/2021,Ayuntamiento de Orizaba,30,Veracruz de Ignacio de la Llave,118,Orizaba,1,Orizaba,Norte 3 entre Poniente 2 y 4.,Centro,94300,,,,,,18.84934,-97.10673,http://sic.gob.mx/ficha.php?table=museo&table_id=2227,9/8/2022 07:51,
2377,Museo de la Historia del Libro,,4/23/2016,Biblioteca Municipal José Bernardo Couto y Pérez,30,Veracruz de Ignacio de la Llave,118,Orizaba,1,Orizaba,Calle Colón Ote. s/n,Centro,94320,272 724 05 08,https://bibliotecamunicipalorizaba.github.io/JoseBernardoCouto/,,bibliocouto01@hotmail.com,,18.85197,-97.09623,http://sic.gob.mx/ficha.php?table=museo&table_id=2377,6/2/2023 05:45,
2381,Museo Religioso,,12/1/2022,H. Ayuntamiento de Orizaba/Coordinación de Turismo,30,Veracruz de Ignacio de la Llave,118,Orizaba,1,Orizaba,Poniente 5 no. 344 entre Sur 4 y 8.,Centro,94300,272 726 2222 ext. 2002,https://www.orizaba.travel/ex-convento-de-san-jose-de-gracia/,,turismo@orizaba.gob.mx,,18.84497,-97.10752,http://sic.gob.mx/ficha.php?table=museo&table_id=2381,6/14/2023 06:04,
420,Museo de Arte del Estado de Veracruz (MAEV),Arte,11/27/1992,Instituto Veracruzano de la Cultura,30,Veracruz de Ignacio de la Llave,118,Orizaba,1,Orizaba,Av. Oriente 4 núm. 1262 esq. Sur 23,Centro,94300,272 724 32 00,,,scmaev@gmail.com,MAEVorizaba,18.85061,-97.09314,http://sic.gob.mx/ficha.php?table=museo&table_id=420,6/9/2023 06:11,
2274,Museo de Memorias de Orizaba,,11/30/2021, Archivo Municipal Orizaba,30,Veracruz de Ignacio de la Llave,118,Orizaba,1,Orizaba,Calle Sur 9 Núm. 224,Centro,94300, 272 728 96 25,,,,,18.84777,-97.10116,http://sic.gob.mx/ficha.php?table=museo&table_id=2274,11/16/2022 10:14,
2280,Museo 13 de Junio de 1862,,1000-01-01,Ayuntamiento de Orizaba,30,Veracruz de Ignacio de la Llave,118,Orizaba,1,Orizaba,"Plaza Pichucalco, Puente Independencia esq. Pte. 5",Centro,94300,272 728 91 36,,https://glampingycamping.com/ecoparque-cerro-del-borrego-orizaba-veracruz/,turismo@orizaba.gob.mx,,18.84621,-97.11683,http://sic.gob.mx/ficha.php?table=museo&table_id=2280,11/16/2022 07:58,
2272,Museo Interactivo de Orizaba  (MIO),,10/4/2010,Ayuntamiento de Orizaba,30,Veracruz de Ignacio de la Llave,118,Orizaba,1,Orizaba,"Francisco I. Madero Norte s/n, entre Pte. 2 y Pte. 4",Centro,94300,272 728 91 36,,,turismo@orizaba.gob.mx,,18.84964,-97.106,http://sic.gob.mx/ficha.php?table=museo&table_id=2272,11/15/2022 13:27,
2282,Museo Sala Histórica de Orizaba,,9/28/2020,Ayuntamiento de Orizaba,30,Veracruz de Ignacio de la Llave,118,Orizaba,1,Orizaba,Colón Poniente 320,Centro,94300,272 726 22 22,https://www.orizaba.travel/museo-palacio-orizaba/,,turismo@orizaba.gob.mx,,18.84723,-97.10786,http://sic.gob.mx/ficha.php?table=museo&table_id=2282,6/9/2023 07:11,
2273,Planetario Rodolfo Neri Vela,,10/4/2010,Ayuntamiento de Orizaba,30,Veracruz de Ignacio de la Llave,118,Orizaba,1,Orizaba,Fco. I. Madero Norte s/n,Centro,94300,272 728 91 36,,,"turismo@orizaba,gob.mx",,18.84992,-97.10609,http://sic.gob.mx/ficha.php?table=museo&table_id=2273,11/17/2022 04:42,
2277,Museo Cuna del Futbol,,12/14/2009,Ayuntamiento de Orizaba,30,Veracruz de Ignacio de la Llave,118,Orizaba,1,Orizaba,"Francisco I. Madero s/n, entre Pte. 2 y Pte. 4",Centro,94300,272 728 91 36,http://www.orizaba.travel,,turismo@orizaba.gob.mx,,18.84964,-97.106,http://sic.gob.mx/ficha.php?table=museo&table_id=2277,11/14/2022 12:46,
2278,Museo de la Historia de la Aviación,,9/4/2021,Ayuntamiento de Orizaba,30,Veracruz de Ignacio de la Llave,118,Orizaba,1,Orizaba,Prol. de Nte. 2 Núm. 2297,Col. Abelardo L. Rodriguez,94310,272 726 22 22,https://www.orizaba.travel/aeroparque-orizaba/,,,,18.86803,-97.1132,http://sic.gob.mx/ficha.php?table=museo&table_id=2278,11/14/2022 13:29,
2279,Museo Geográfico de Orizaba 1 (MUSGO I),,10/4/2010,Ayuntamiento de Orizaba,30,Veracruz de Ignacio de la Llave,118,Orizaba,1,Orizaba,"Francisco I. Madero Norte s/n, entre Pte. 2 y Pte. 4",Centro,94300,272 728 91 36,,,turismo@orizaba.gob.mx,,18.84964,-97.106,http://sic.gob.mx/ficha.php?table=museo&table_id=2279,11/15/2022 13:28,
2276,Museo de la Cerveza,,12/14/2009,Ayuntamiento de Orizaba / Cervecería Moctezuma,30,Veracruz de Ignacio de la Llave,118,Orizaba,1,Orizaba,Fco. I. Madero Nte. s/n,Centro,94300,272 728 91 36,,,turismo@orizaba.gob.mx,,18.84964,-97.106,http://sic.gob.mx/ficha.php?table=museo&table_id=2276,6/1/2023 06:33,
2179,Museo de la Hotelería Mexicana,,8/7/2021,Ayuntamiento de Orizaba,30,Veracruz de Ignacio de la Llave,118,Orizaba,1,Orizaba,Oriente 6 Núm. 660 esq. Sur 13 y Sur 15 ,Centro,94300,272 728 91 36,https://www.orizaba.travel/museo-hoteleria-mexicana/,,turismo@orizaba.gob.mx,,18.84821,-97.09867,http://sic.gob.mx/ficha.php?table=museo&table_id=2179,11/16/2022 07:14,
2226,Museo del Sotavento,,8/10/2021,Ayuntamiento de Otatitlán/Centro Cultural del Sotavento,30,Veracruz de Ignacio de la Llave,119,Otatitlán,1,Otatitlán,Plaza Hidalgo s/n,Centro,95500,,,,,,18.17643,-96.03427,http://sic.gob.mx/ficha.php?table=museo&table_id=2226,7/14/2023 05:04,
253,Museo de Historia Regional de Pánuco,Arqueología,4/30/1992,Ayuntamiento de Pánuco,30,Veracruz de Ignacio de la Llave,123,Pánuco,1,Pánuco,Lorenzo Barcelata s/n esq. Malecón ,Centro,93990,846 266 1441 ,,http://panucodistritouno.blogspot.mx/2015/06/museo-de-historia-regional-panuco.html,,,22.05661,-98.17706,http://sic.gob.mx/ficha.php?table=museo&table_id=253,6/16/2020 05:43,
1590,Museo Teodoro Cano,Arte,12/14/2007,Instituto Veracruzano de la Cultura,30,Veracruz de Ignacio de la Llave,124,Papantla,1,Papantla de Olarte,Rodolfo Curti 101,"Barrio del Naranjo, Centro",93400,784 114 62 11,http://ivec.gob.mx/recintos/,http://ivec.gob.mx/,museo.teodorocano@ivec.gob.mx,,20.44453,-97.32029,http://sic.gob.mx/ficha.php?table=museo&table_id=1590,6/16/2023 05:50,
601,"Museo de Sitio de la Zona Arqueológica El Tajín (cerrado temporalmente, zona arqueológica abierta) ",Arqueología,10/12/1992,Secretaría de Cultura/INAH,30,Veracruz de Ignacio de la Llave,124,Papantla,1,Papantla de Olarte,Carr. 130 Poza Rica San Andrés ku 16 esq. Calz. José García Payón s/n,Comunidad El Tajín,93479,784 842 83 54,https://lugares.inah.gob.mx/es/museos-inah/museo/433-museo-de-sitio-de-el-taj%C3%ADn.html,https://lugares.inah.gob.mx/es/es/museos-inah/museo/433-museo-de-sitio-de-el-taj%C3%ADn.html,olaf_jaime@inah.gob.mx;  direcciontajin@hotmail.com,,20.44269,-97.37783,http://sic.gob.mx/ficha.php?table=museo&table_id=601,5/31/2023 08:21,
688,Museo Comunitario Serafín Olarte (Cerrado temporalmente),TND,1000-01-01,Comunitario independiente,30,Veracruz de Ignacio de la Llave,124,Papantla,33,Cuyuxquihui,"Domicilio conocido, junto al sitio prehispánico",,93060,784 596 5300 ,https://www.cultura.gob.mx/estados/turismo-cultural-detalle.php?id=65990#.Xuj3MkUzbIU,,,,20.31242,-97.25582,http://sic.gob.mx/ficha.php?table=museo&table_id=688,6/16/2020 06:15,
2230,Museo de la Ciudad de Poza Rica (MUCI),,11/24/2021,Dirección de Turismo del  Ayuntamiento de Poza Rica/Parque de Las Américas,30,Veracruz de Ignacio de la Llave,131,Poza Rica de Hidalgo,1,Poza Rica de Hidalgo,"Francisco I. Madero s/n, Parque de las Américas ",Col. Francisco I. Madero,93260,782 826 7817,https://museodepozarica.com/index.html,,museodelaciudadpozarica@gmail.com,,20.53108,-97.45328,http://sic.gob.mx/ficha.php?table=museo&table_id=2230,3/31/2023 08:04,
1567,Museo Regional de San Andrés Tuxtla,Arqueología,7/4/2007,Ayuntamiento de San Andrés Tuxtla,30,Veracruz de Ignacio de la Llave,141,San Andrés Tuxtla,1,San Andrés Tuxtla,Independencia Oriente 1,Centro,95700,294 947 93 00 ext. 608,,,detmasat@hotmail.com; detmas@live.com.mx,,18.44744,-95.21145,http://sic.gob.mx/ficha.php?table=museo&table_id=1567,6/12/2023 05:28,
682,Museo Tuxteco (Temporalmente cerrado),Arqueología,7/1/1975,Secretaría de Cultura/INAH,30,Veracruz de Ignacio de la Llave,143,Santiago Tuxtla,1,Santiago Tuxtla,Cto. Lic. Ángel Carvajal s/n,Centro,95830,229 934 52 82,https://www.inah.gob.mx/red-de-museos,,inahveracruzsur@hotmail.com,centro_inah_ver,18.46508,-95.30199,http://sic.gob.mx/ficha.php?table=museo&table_id=682,6/5/2023 08:18,
299,Museo de Sitio de Tres Zapotes,Arqueología,7/1/1975,Secretaría de Cultura/INAH,30,Veracruz de Ignacio de la Llave,143,Santiago Tuxtla,81,Tres Zapotes,Estela Núñez s/n,Centro,95839,294 948 66 59,http://www.inah.gob.mx/es/red-de-museos/226-museo-de-sitio-de-tres-zapotes,https://treszapotesveracruz.wordpress.com/museo-de-tres-zapotes/,inahveracruzsur@hotmail.com,centro_inah_ver,18.47726,-95.43581,http://sic.gob.mx/ficha.php?table=museo&table_id=299,10/4/2022 16:29,
679,Museo de Sitio Castillo de Teayo (Temporalmente cerrado),Arqueología,8/1/1975,Secretaría de Cultura/INAH,30,Veracruz de Ignacio de la Llave,157,Castillo de Teayo,1,Castillo de Teayo,Plaza de la Pirámide s/n,Centro,92940,229 934 9981,http://www.inah.gob.mx/es/red-de-museos/219-museo-de-sitio-castillo-teayo,,inahveracruzsur@hotmail.com;  patricia_castillo@inah.gob.mx,,20.75013,-97.63338,http://sic.gob.mx/ficha.php?table=museo&table_id=679,5/31/2023 07:26,
21,Museo Marino Comunitario de Tecolutla,Historia,10/12/1988,"Museo Marino Comunitario, A.C.",30,Veracruz de Ignacio de la Llave,158,Tecolutla,1,Tecolutla,Matamoros s/n,Centro,93570,766 102 3412,https://tecolutlaveracruz.mx/es/nuestro-municipio/el-museo-marino,,museomarino93570@gmail.com,,20.4755,-97.0059,http://sic.gob.mx/ficha.php?table=museo&table_id=21,6/1/2023 10:10,
264,Museo Comunitario de la Antigua Estación Ferroviaria,Historia,5/1/1998,Ayuntamiento de Teocelo,30,Veracruz de Ignacio de la Llave,164,Teocelo,1,Teocelo,Francisco I. Madero s/n,La Cohetería,91615,228 821 0502,,,plateresco@hotmail.com,,19.38713,-96.97874,http://sic.gob.mx/ficha.php?table=museo&table_id=264,6/16/2020 11:53,
555,Museo de Sitio de San Lorenzo Tenochtitlan,Arqueología,5/1/1995,Secretaría de Cultura/INAH,30,Veracruz de Ignacio de la Llave,172,Texistepec,19,San Lorenzo Tenochtitlán,Cuauhtémoc esq. Zaragoza s/n,Col. El Rubí,93780,229 934 99 81,http://www.inah.gob.mx/red-de-museos/223-museo-de-sitio-de-san-lorenzo-tenochtitlan,,cinahver.sipot@inah.gob.mx; difusion_ver@inah.gob.mx,,17.75031,-94.76151,http://sic.gob.mx/ficha.php?table=museo&table_id=555,4/12/2022 08:35,
1120,Museo Agustín Lara ,Historia,1/1/2000,Ayuntamiento de Tlacotalpan,30,Veracruz de Ignacio de la Llave,178,Tlacotalpan,1,Tlacotalpan,Rodríguez Beltrán s/n,Centro,95460,,,,salexand_@hotmail.com,,18.61202,-95.66214,http://sic.gob.mx/ficha.php?table=museo&table_id=1120,6/12/2023 05:53,
187,Museo Jarocho Salvador Ferrando,Arte,1/1/1965,Ayuntamiento de Tlacotalpan,30,Veracruz de Ignacio de la Llave,178,Tlacotalpan,1,Tlacotalpan,"Manuel M. Alegre 6, Parque Hidalgo",Centro,91000,288 884 24 95,,,carballo_mar@hotmail.com,,18.61241,-95.65996,http://sic.gob.mx/ficha.php?table=museo&table_id=187,5/31/2023 08:38,
206,Museo de la hermandad México-Cuba,Historia,12/4/1988,Ayuntamiento de Tuxpan,30,Veracruz de Ignacio de la Llave,189,Tuxpan,83,Santiago de la Peña,Álvaro Obregón 1,Col. Santiago de la Peña,92770,783 834 61 80,http://tuxpanveracruz.gob.mx/atractivos/,,museos.bibliotecas@tuxpanveracruz.gob.mx; museo.amistad.mexico.cuba@hotmail.com,,20.94861,-97.41261,http://sic.gob.mx/ficha.php?table=museo&table_id=206,2/2/2023 05:51,
